category_name,category_url,topic_name,topic_url,detailed_info,hyperlinks
Female Reproductive System,https://medlineplus.gov/femalereproductivesystem.html,Health Topics,https://medlineplus.gov/healthtopics.html,,"[{'text': 'Skip navigation', 'url': 'https://medlineplus.gov/healthtopics.html#start'}, {'text': '', 'url': 'https://www.nih.gov/'}, {'text': 'National Library of Medicine', 'url': 'https://www.nlm.nih.gov/'}, {'text': '', 'url': 'https://medlineplus.gov/'}, {'text': 'Health Topics', 'url': 'https://medlineplus.gov/healthtopics.html'}, {'text': 'Drugs & Supplements', 'url': 'https://medlineplus.gov/druginformation.html'}, {'text': 'Genetics', 'url': 'https://medlineplus.gov/genetics/'}, {'text': 'Medical Tests', 'url': 'https://medlineplus.gov/lab-tests/'}, {'text': 'Medical Encyclopedia', 'url': 'https://medlineplus.gov/encyclopedia.html'}, {'text': 'About MedlinePlus', 'url': 'https://medlineplus.gov/about/'}, {'text': ""What's New"", 'url': 'https://medlineplus.gov/whatsnew/'}, {'text': 'Health Topics', 'url': 'https://medlineplus.gov/healthtopics.html'}, {'text': 'Drugs & Supplements', 'url': 'https://medlineplus.gov/druginformation.html'}, {'text': 'Genetics', 'url': 'https://medlineplus.gov/genetics/'}, {'text': 'Medical Tests', 'url': 'https://medlineplus.gov/lab-tests/'}, {'text': 'Medical Encyclopedia', 'url': 'https://medlineplus.gov/encyclopedia.html'}, {'text': 'Español', 'url': 'https://medlineplus.gov/spanish/healthtopics.html'}, {'text': 'A', 'url': 'https://medlineplus.gov/healthtopics_a.html'}, {'text': 'B', 'url': 'https://medlineplus.gov/healthtopics_b.html'}, {'text': 'C', 'url': 'https://medlineplus.gov/healthtopics_c.html'}, {'text': 'D', 'url': 'https://medlineplus.gov/healthtopics_d.html'}, {'text': 'E', 'url': 'https://medlineplus.gov/healthtopics_e.html'}, {'text': 'F', 'url': 'https://medlineplus.gov/healthtopics_f.html'}, {'text': 'G', 'url': 'https://medlineplus.gov/healthtopics_g.html'}, {'text': 'H', 'url': 'https://medlineplus.gov/healthtopics_h.html'}, {'text': 'I', 'url': 'https://medlineplus.gov/healthtopics_i.html'}, {'text': 'J', 'url': 'https://medlineplus.gov/healthtopics_j.html'}, {'text': 'K', 'url': 'https://medlineplus.gov/healthtopics_k.html'}, {'text': 'L', 'url': 'https://medlineplus.gov/healthtopics_l.html'}, {'text': 'M', 'url': 'https://medlineplus.gov/healthtopics_m.html'}, {'text': 'N', 'url': 'https://medlineplus.gov/healthtopics_n.html'}, {'text': 'O', 'url': 'https://medlineplus.gov/healthtopics_o.html'}, {'text': 'P', 'url': 'https://medlineplus.gov/healthtopics_p.html'}, {'text': 'Q', 'url': 'https://medlineplus.gov/healthtopics_q.html'}, {'text': 'R', 'url': 'https://medlineplus.gov/healthtopics_r.html'}, {'text': 'S', 'url': 'https://medlineplus.gov/healthtopics_s.html'}, {'text': 'T', 'url': 'https://medlineplus.gov/healthtopics_t.html'}, {'text': 'U', 'url': 'https://medlineplus.gov/healthtopics_u.html'}, {'text': 'V', 'url': 'https://medlineplus.gov/healthtopics_v.html'}, {'text': 'W', 'url': 'https://medlineplus.gov/healthtopics_w.html'}, {'text': 'XYZ', 'url': 'https://medlineplus.gov/healthtopics_xyz.html'}, {'text': 'List of All Topics', 'url': 'https://medlineplus.gov/all_healthtopics.html'}, {'text': 'All', 'url': 'https://medlineplus.gov/all_healthtopics.html'}, {'text': 'Blood, Heart and Circulation', 'url': 'https://medlineplus.gov/bloodheartandcirculation.html'}, {'text': 'Bones, Joints and Muscles', 'url': 'https://medlineplus.gov/bonesjointsandmuscles.html'}, {'text': 'Brain and Nerves', 'url': 'https://medlineplus.gov/brainandnerves.html'}, {'text': 'Digestive System', 'url': 'https://medlineplus.gov/digestivesystem.html'}, {'text': 'Ear, Nose and Throat', 'url': 'https://medlineplus.gov/earnoseandthroat.html'}, {'text': 'Endocrine System', 'url': 'https://medlineplus.gov/endocrinesystem.html'}, {'text': 'Eyes and Vision', 'url': 'https://medlineplus.gov/eyesandvision.html'}, {'text': 'Immune System', 'url': 'https://medlineplus.gov/immunesystem.html'}, {'text': 'Kidneys and Urinary System', 'url': 'https://medlineplus.gov/kidneysandurinarysystem.html'}, {'text': 'Lungs and Breathing', 'url': 'https://medlineplus.gov/lungsandbreathing.html'}, {'text': 'Mouth and Teeth', 'url': 'https://medlineplus.gov/mouthandteeth.html'}, {'text': 'Skin, Hair and Nails', 'url': 'https://medlineplus.gov/skinhairandnails.html'}, {'text': 'Female Reproductive System', 'url': 'https://medlineplus.gov/femalereproductivesystem.html'}, {'text': 'Male Reproductive System', 'url': 'https://medlineplus.gov/malereproductivesystem.html'}, {'text': 'Cancers', 'url': 'https://medlineplus.gov/cancers.html'}, {'text': 'Diabetes Mellitus', 'url': 'https://medlineplus.gov/diabetesmellitus.html'}, {'text': 'Genetics/Birth Defects', 'url': 'https://medlineplus.gov/geneticsbirthdefects.html'}, {'text': 'Infections', 'url': 'https://medlineplus.gov/infections.html'}, {'text': 'Injuries and Wounds', 'url': 'https://medlineplus.gov/injuriesandwounds.html'}, {'text': 'Mental Health and Behavior', 'url': 'https://medlineplus.gov/mentalhealthandbehavior.html'}, {'text': 'Metabolic Problems', 'url': 'https://medlineplus.gov/metabolicproblems.html'}, {'text': 'Poisoning, Toxicology, Environmental Health', 'url': 'https://medlineplus.gov/poisoningtoxicologyenvironmentalhealth.html'}, {'text': 'Pregnancy and Reproduction', 'url': 'https://medlineplus.gov/pregnancyandreproduction.html'}, {'text': 'Substance Use and Disorders', 'url': 'https://medlineplus.gov/substanceuseanddisorders.html'}, {'text': 'Complementary and Alternative Therapies', 'url': 'https://medlineplus.gov/complementaryandalternativetherapies.html'}, {'text': 'Diagnostic Tests', 'url': 'https://medlineplus.gov/diagnostictests.html'}, {'text': 'Drug Therapy', 'url': 'https://medlineplus.gov/drugtherapy.html'}, {'text': 'Surgery and Rehabilitation', 'url': 'https://medlineplus.gov/surgeryandrehabilitation.html'}, {'text': 'Symptoms', 'url': 'https://medlineplus.gov/symptoms.html'}, {'text': 'Transplantation and Donation', 'url': 'https://medlineplus.gov/transplantationanddonation.html'}, {'text': 'Children and Teenagers', 'url': 'https://medlineplus.gov/childrenandteenagers.html'}, {'text': 'Men', 'url': 'https://medlineplus.gov/men.html'}, {'text': 'Older Adults', 'url': 'https://medlineplus.gov/olderadults.html'}, {'text': 'Population Groups', 'url': 'https://medlineplus.gov/populationgroups.html'}, {'text': 'Women', 'url': 'https://medlineplus.gov/women.html'}, {'text': 'Disasters', 'url': 'https://medlineplus.gov/disasters.html'}, {'text': 'Fitness and Exercise', 'url': 'https://medlineplus.gov/fitnessandexercise.html'}, {'text': 'Food and Nutrition', 'url': 'https://medlineplus.gov/foodandnutrition.html'}, {'text': 'Health System', 'url': 'https://medlineplus.gov/healthsystem.html'}, {'text': 'Personal Health Issues', 'url': 'https://medlineplus.gov/personalhealthissues.html'}, {'text': 'Safety Issues', 'url': 'https://medlineplus.gov/safetyissues.html'}, {'text': 'Sexual Health Issues', 'url': 'https://medlineplus.gov/sexualhealthissues.html'}, {'text': 'Social/Family Issues', 'url': 'https://medlineplus.gov/socialfamilyissues.html'}, {'text': 'Wellness and Lifestyle', 'url': 'https://medlineplus.gov/wellnessandlifestyle.html'}, {'text': 'About MedlinePlus', 'url': 'https://medlineplus.gov/about/'}, {'text': ""What's New"", 'url': 'https://medlineplus.gov/whatsnew/'}, {'text': 'Site Map', 'url': 'https://medlineplus.gov/sitemap.html'}, {'text': 'Subscribe to RSS', 'url': 'https://medlineplus.gov/rss.html'}, {'text': '', 'url': 'https://twitter.com/medlineplus'}, {'text': '', 'url': 'https://facebook.com/Mplus.gov/'}, {'text': '', 'url': 'https://www.instagram.com/mplusgov/'}, {'text': 'Social Media Toolkit', 'url': 'https://medlineplus.gov/social-media-toolkit/'}, {'text': 'NLM Web Policies', 'url': 'https://www.nlm.nih.gov/web_policies.html'}, {'text': 'Copyright', 'url': 'https://medlineplus.gov/about/using/usingcontent/'}, {'text': 'Accessibility', 'url': 'https://medlineplus.gov/accessibility.html'}, {'text': 'Guidelines for Links', 'url': 'https://medlineplus.gov/about/using/criteria/'}, {'text': 'Viewers & Players', 'url': 'https://medlineplus.gov/plugins.html'}, {'text': 'HHS Vulnerability Disclosure', 'url': 'https://www.hhs.gov/vulnerability-disclosure-policy/index.html'}, {'text': 'MedlinePlus Connect for EHRs', 'url': 'https://medlineplus.gov/medlineplus-connect/'}, {'text': 'For Developers', 'url': 'https://medlineplus.gov/about/developers/'}, {'text': 'National Library of Medicine', 'url': 'https://www.nlm.nih.gov'}, {'text': 'U.S. Department of Health and Human Services', 'url': 'https://www.hhs.gov'}, {'text': 'National Institutes of Health', 'url': 'https://www.nih.gov'}]"
Female Reproductive System,https://medlineplus.gov/femalereproductivesystem.html,About MedlinePlus,https://medlineplus.gov/about/,,"[{'text': 'Skip navigation', 'url': 'https://medlineplus.gov/about/#start'}, {'text': '', 'url': 'https://www.nih.gov/'}, {'text': 'National Library of Medicine', 'url': 'https://www.nlm.nih.gov/'}, {'text': '', 'url': 'https://medlineplus.gov/'}, {'text': 'Health Topics', 'url': 'https://medlineplus.gov/healthtopics.html'}, {'text': 'Drugs & Supplements', 'url': 'https://medlineplus.gov/druginformation.html'}, {'text': 'Genetics', 'url': 'https://medlineplus.gov/genetics/'}, {'text': 'Medical Tests', 'url': 'https://medlineplus.gov/lab-tests/'}, {'text': 'Medical Encyclopedia', 'url': 'https://medlineplus.gov/encyclopedia.html'}, {'text': 'About MedlinePlus', 'url': 'https://medlineplus.gov/about/'}, {'text': ""What's New"", 'url': 'https://medlineplus.gov/whatsnew/'}, {'text': 'Health Topics', 'url': 'https://medlineplus.gov/healthtopics.html'}, {'text': 'Drugs & Supplements', 'url': 'https://medlineplus.gov/druginformation.html'}, {'text': 'Genetics', 'url': 'https://medlineplus.gov/genetics/'}, {'text': 'Medical Tests', 'url': 'https://medlineplus.gov/lab-tests/'}, {'text': 'Medical Encyclopedia', 'url': 'https://medlineplus.gov/encyclopedia.html'}, {'text': 'Español', 'url': 'https://medlineplus.gov/spanish/acercade/'}, {'text': '', 'url': 'https://medlineplus.gov/about/general/'}, {'text': '', 'url': 'https://medlineplus.gov/about/using/'}, {'text': '', 'url': 'https://medlineplus.gov/about/developers/'}, {'text': 'About MedlinePlus', 'url': 'https://medlineplus.gov/about/'}, {'text': ""What's New"", 'url': 'https://medlineplus.gov/whatsnew/'}, {'text': 'Site Map', 'url': 'https://medlineplus.gov/sitemap.html'}, {'text': 'Subscribe to RSS', 'url': 'https://medlineplus.gov/rss.html'}, {'text': '', 'url': 'https://twitter.com/medlineplus'}, {'text': '', 'url': 'https://facebook.com/Mplus.gov/'}, {'text': '', 'url': 'https://www.instagram.com/mplusgov/'}, {'text': 'Social Media Toolkit', 'url': 'https://medlineplus.gov/social-media-toolkit/'}, {'text': 'NLM Web Policies', 'url': 'https://www.nlm.nih.gov/web_policies.html'}, {'text': 'Copyright', 'url': 'https://medlineplus.gov/about/using/usingcontent/'}, {'text': 'Accessibility', 'url': 'https://medlineplus.gov/accessibility.html'}, {'text': 'Guidelines for Links', 'url': 'https://medlineplus.gov/about/using/criteria/'}, {'text': 'Viewers & Players', 'url': 'https://medlineplus.gov/plugins.html'}, {'text': 'HHS Vulnerability Disclosure', 'url': 'https://www.hhs.gov/vulnerability-disclosure-policy/index.html'}, {'text': 'MedlinePlus Connect for EHRs', 'url': 'https://medlineplus.gov/medlineplus-connect/'}, {'text': 'For Developers', 'url': 'https://medlineplus.gov/about/developers/'}, {'text': 'National Library of Medicine', 'url': 'https://www.nlm.nih.gov'}, {'text': 'U.S. Department of Health and Human Services', 'url': 'https://www.hhs.gov'}, {'text': 'National Institutes of Health', 'url': 'https://www.nih.gov'}]"
